
2115	2150	1	0	-5	Martin
2107	2144	1	0	-3	Comb._Balmus
2134	2126	1	0	-10	ForeLearner
2144	2120	1	0	-10	Cap.Cavaleiros
2144	2116	1	0	-5	Smith
2074	2120	1	0	-5	Arnod
2074	2124	1	0	-9	Mestre_Archi
2094	2126	1	-50	-15	Foema_Anciã
2104	2116	1	-25	-13	Guarda_Carga
2076	2100	1	0	-5	Galford
2068	2068	1	0	-5	Dragão_de_Armia
2144	2088	1	0	-10	Aki
2146	2080	1	0	-7	Guarda_Carga
2152	2068	1	0	-3	Mestre_Habi.
2117	2101	3	-12	-15	Zona_de_Teleporte(Noatun)
2141	2069	3	0	-5	Zona_de_Teleporte(Campo_Armia)
2112	2075	2	0	-3	Guarda_Armia
2118	2043	1	0	-10	Chefe_de_Treino
2123	2144	2	0	-5	Arena_PvP
2104	2148	2	-45	-3	Zona_de_Guilda
2144	2102	2	0	-5	Campo_(Armia)
2486	2129	4	0	0	Castelo_Orc(Portão_Sul)
2518	2105	4	0	0	Castelo_Orc_(Portão_Leste)
2669	2157	2	0	0	Entrada_Dungeon
2365	2284	2	0	0	Entrada_Dungeon
2445	1721	1	0	-5	Cap.Mercenário
2506	1726	1	0	-5	Shamã
2516	1726	1	0	-5	Jephi
2460	1734	1	0	-5	Arnold
2528	1726	1	0	-5	Aylin
2528	1734	1	0	-5	Compositor
2536	1734	1	0	-5	Agatha
2486	1702	1	0	-5	Ruti
2474	1688	1	0	-4	Tera
2466	1692	1	0	0	Rapein
2466	1686	1	0	0	Arnod
2500	1690	1	-30	-13	Lainy
2500	1684	1	0	-5	Smith
2490	1688	1	0	-5	Dragão_de_Azran
2538	1714	1	0	-5	Comb._Kara
2550	1716	1	0	-5	Lucy
2594	1724	1	0	-5	Hera
2481	1717	3	0	-5	Teleporte(Noatun)
2469	1717	3	0	-5	Zona_de_Teleporte(Campo_Azran)
2453	1717	3	-30	-13	Zona_de_Teleporte(Campo_Azran)
1067	1709	3	0	-5	Zona_de_Teleporte(Nippleheim)
1057    1724    3	0	-5	Zona_de_Teleporte(RvR)
2434	1719	2	0	-5	Entrada_Campo_Azran
2485	1750	2	0	-5	Entrada_Campo_Azran
2555	1730	2	0	-5	Entrada_Vale_Escondido
2575	1739	2	0	-5	Arena
2575	1716	2	0	-5	Arena
2602	1733	2	0	-5	Coliseu
2379	1613	2	0	0	Terra_Mística
2398	1729	2	0	0	Entrada_Cubo_da_Maldade
1965	1773	2	0	0	Entada_Zona_Elemental_da_Água
1825	1774	2	0	0	Entrada_Submundo
1800	1726	2	0	0	Zona_Neutra
1742	1815	2	0	0	Reino_Akelonia
1742	1640	2	0	0	Reino_Hekalotia
2240	1273	2	0	0	Dois_Castelos
2468	1994	1	0	0	Rophelion
2468	1998	1	0	-5	Neptus
2468	1996	1	0	-5	Reimers
2468	1992	1	0	0	Lubien
2458	1986	1	-40	10	Comb.Empis
2456	2010	1	-80	-5	M_de_Montaria
2468	2006	1	-30	-13	Parche
2468	2002	1	0	-5	Reiners
2466	1990	1	-55	-5	Guarda_Carga
2466	2018	1	-70	-5	C._de_Montaria
2457	2017	3	-70	-5	Zona_de_Teleporte(Noatun)
2475	2010	2	-28	-15	Entrada_Campo_Erion
1056	1738	1	0	-5	Wieland
1064	1738	1	0	-5	Hestia
1048	1744	1	-25	6	Angela
1060	1744	1	0	-5	Judith
1045	1725	3	0	-5	Zona_de_Teleporte(Armia)
1045	1717	3	0	-5	Zona_de_Teleporte(Azran)
1045	1709	3	0	-5	Zona_de_Teleporte(Erion)
1046	1690	2	-30	-15	Altar_de_Thor
1130	1707	2	0	0	Entrada_Deserto_Noatun
1314	1900	2	0	0	Entrada_Dungeon_Kefra
148	3772	2	0	0	Entrada_Campo_Armia
148	3780	2	0	0	Dungeon_Negro(2º_Piso)
747	3816	2	0	0	Dungeon_Negro(2º_Piso)
410	4072	2	0	0	Dungeon_Negro(2º_Piso)
917	3822	2	0	0	Dungeon_Negro(2º_Piso)
1004	4030	2	0	0	Dungeon_Negro(1º_Piso)
1005	3993	2	0	0	Dungeon_Negro(1º_Piso)
1006	4065	2	0	0	Dungeon_Negro(1º_Piso)
682	4077	2	0	0	Dungeon_Negro(3º_Piso)
1515	3997	2	0	0	Submundo(2º_Piso)
1305	3818	2	0	0	Submundo(1º_Piso)
2600	2081	1	0	0	Carbuncle_Wind
2368	2104	1	0	0	Carbuncle_Wind
2277	2118	1	0	0	Carbuncle_Wind
2208	2106	1	0	0	Carbuncle_Wind
1705	1725	1	0	0	Líder_Aprendiz
2481	1646	1	0	0	Juli
3649	3134	1	0	0	Juli
1706	1727	1	0	-8	Lindy
3643    3108    1       0	0	Mai
3646    3117    1       0	0	Tiny
3638    3116    1       0	0	Bruce
3659    3134    1       0	0       Guarda_Carga
3655    3117    1       0	0       Shany
2135	2106	1	0	0	Kibita
2113	2079	1	0	-3	Mestre_Grifo
3297	1693	1	0	0	Uxmal
3266	1707	1	0	0	Creta
3237	1691	1	0	0	Alquimista_Odin
3230	1700	1	0	0	Dedekinto
3238	1684	1	0	0	Guarda_Carga
3228	1684	1	0	0	Wooreunammu
2370	3885	1	0	0	Sobrevivente
2368	3895	2	0	0	Zona_de_Teleporte(Kefra_Hall)
1076	2126	3	0	0	Rei_Azul
1082	2126	3	0	0	Canhão_de_Hekalotia
1074	2119	3	0	0	Canhão_de_Hekalotia
1108	2142	3	0	0	Centro_de_Treinamento
1095	2107	3	0	0	Centro_de_Treinamento
1060	2090	3	0	0	Centro_de_Treinamento
1190	2142	3	0	0	Hecaloente
1131	2070	3	0	0	Hecaloente
1060	1963	3	0	0	Hecaloente
1063	2136	3	0	0	comerciante_de_fama
1224	1969	2	0	0	Rei_Rubro
1217	1969	2	0	0	Canhão_de_Akelonia
1225	1976	2	0	0	Canhão_de_Akelonia
1189	1955	2	0	0	Centro_de_Treinamento
1207	1988	2	0	0	Centro_de_Treinamento
1240	2006	2	0	0	Centro_de_Treinamento
1101	1954	2	0	0	acheroent
1170	2026	2	0	0	acheroent
1239	2128	2	0	0	acheroent
1237	1960	2	0	0	comerciante_de_fama
1690	1615	1	0	0	Redmiron
1715	1600	1	0	0	KingdomBrocker
1760	1583	1	0	0	Oraculo_Azul
1760	1564	1	0	0	Oraculo_Negro
1748	1574	1	0	0	Rei_Azul
1690	1840	1	0	0	Verdes
1715	1850	1	0	0	KingdomBrocker
1760	1888	1	0	0	Oraculo_Rubro
1760	1870	1	0	0	Oraculo_Negro
1748	1880	1	0	0	Rei_Rubro
